model,shape,size,dimensions,height,top,notes,price
Exe wood top single pedestal,Oval,XL,300 x 140,CMs (H75),Wood Top,Prices above are with a steel base with a standard finish.  Additional cost for base in a specialist finish: 1150,16060
Exe wood top single pedestal,Rectangular,S,190 x 100,CMs (H75),Wood Top,Prices above are with a steel base with a standard finish.  Additional cost for base in a specialist finish: 1150,8920
Exe wood top single pedestal,Rectangular,M,220 x 100  ,CMs (H75),Wood Top,Prices above are with a steel base with a standard finish.  Additional cost for base in a specialist finish: 1150,10260
Exe wood top single pedestal,Rectangular,L,250 x 100 ,CMs (H75),Wood Top,Prices above are with a steel base with a standard finish.  Additional cost for base in a specialist finish: 1150,11800
Exe wood top single pedestal,Rectangular,XL,300 x 110 ,CMs (H75),Wood Top,Prices above are with a steel base with a standard finish.  Additional cost for base in a specialist finish: 1150,14750
Papillon,Lozenge-shaped,S,190 x110,CMs (H75),Glass Top,Prices above are with a steel base with a standard finish  Additional cost for base in a specialist finish: 1270 Additional cost for base in a Special Edition  'Butterfly' finish: 4180,5630
Papillon,Lozenge-shaped,M,220 x 120,CMs (H75),Glass Top,Prices above are with a steel base with a standard finish  Additional cost for base in a specialist finish: 1270 Additional cost for base in a Special Edition  'Butterfly' finish: 4180,6470
Papillon,Lozenge-shaped,L,250 x 120,CMs (H75),Glass Top,Prices above are with a steel base with a standard finish  Additional cost for base in a specialist finish: 1270 Additional cost for base in a Special Edition  'Butterfly' finish: 4180,7430
Papillon,Lozenge-shaped,XL,300 x 140,CMs (H75),Glass Top,Prices above are with a steel base with a standard finish  Additional cost for base in a specialist finish: 1270 Additional cost for base in a Special Edition  'Butterfly' finish: 4180,9290
Papillon,Lozenge-shaped,S,190 x110,CMs (H75),Wood Top,Prices above are with a steel base with a standard finish  Additional cost for base in a specialist finish: 1270 Additional cost for base in a Special Edition  'Butterfly' finish: 4180,8150
Papillon,Lozenge-shaped,M,220 x 120,CMs (H75),Wood Top,Prices above are with a steel base with a standard finish  Additional cost for base in a specialist finish: 1270 Additional cost for base in a Special Edition  'Butterfly' finish: 4180,9370
Papillon,Lozenge-shaped,L,250 x 120,CMs (H75),Wood Top,Prices above are with a steel base with a standard finish  Additional cost for base in a specialist finish: 1270 Additional cost for base in a Special Edition  'Butterfly' finish: 4180,10680
Papillon,Lozenge-shaped,XL,300 x 140,CMs (H75),Wood Top,Prices above are with a steel base with a standard finish  Additional cost for base in a specialist finish: 1270 Additional cost for base in a Special Edition  'Butterfly' finish: 4180,13460
Papillon,Lozenge-shaped,S,190 x110,CMs (H75),Marble Top (excluding Calacatta oro/Limurian Blue),Prices above are with a steel base with a standard finish  Additional cost for base in a specialist finish: 1270 Additional cost for base in a Special Edition  'Butterfly' finish: 4180,10680
Papillon,Lozenge-shaped,M,220 x 120,CMs (H75),Marble Top (excluding Calacatta oro/Limurian Blue),Prices above are with a steel base with a standard finish  Additional cost for base in a specialist finish: 1270 Additional cost for base in a Special Edition  'Butterfly' finish: 4180,12280
Papillon,Lozenge-shaped,L,250 x 120,CMs (H75),Marble Top (excluding Calacatta oro/Limurian Blue),Prices above are with a steel base with a standard finish  Additional cost for base in a specialist finish: 1270 Additional cost for base in a Special Edition  'Butterfly' finish: 4180,14110
Papillon,Lozenge-shaped,XL,300 x 140,CMs (H75),Marble Top (excluding Calacatta oro/Limurian Blue),Prices above are with a steel base with a standard finish  Additional cost for base in a specialist finish: 1270 Additional cost for base in a Special Edition  'Butterfly' finish: 4180,17640
Papillon,Oval single pedestal base,S,190 x110,CMs (H75),Glass top,Prices above are with a steel base with a standard finish  Additional cost for base in a specialist finish: 970 Additional cost for base in a Special Edition  'Butterfly' finish: 2040,6710
Papillon,Oval single pedestal base,M,220 x 120,CMs (H75),Glass top,Prices above are with a steel base with a standard finish  Additional cost for base in a specialist finish: 970 Additional cost for base in a Special Edition  'Butterfly' finish: 2040,7710
Papillon,Oval single pedestal base,L,250 x 120,CMs (H75),Glass top,Prices above are with a steel base with a standard finish  Additional cost for base in a specialist finish: 970 Additional cost for base in a Special Edition  'Butterfly' finish: 2040,8860
Papillon,Oval single pedestal base,XL,300 x 140,CMs (H75),Glass top,Prices above are with a steel base with a standard finish  Additional cost for base in a specialist finish: 970 Additional cost for base in a Special Edition  'Butterfly' finish: 2040,11080
Papillon,Oval single pedestal base,S,190 x110,CMs (H75),Wood Top,Prices above are with a steel base with a standard finish  Additional cost for base in a specialist finish: 970 Additional cost for base in a Special Edition  'Butterfly' finish: 2040,9720
Papillon,Oval single pedestal base,M,220 x 120,CMs (H75),Wood Top,Prices above are with a steel base with a standard finish  Additional cost for base in a specialist finish: 970 Additional cost for base in a Special Edition  'Butterfly' finish: 2040,11180
Papillon,Oval single pedestal base,L,250 x 120,CMs (H75),Wood Top,Prices above are with a steel base with a standard finish  Additional cost for base in a specialist finish: 970 Additional cost for base in a Special Edition  'Butterfly' finish: 2040,12730
Papillon,Oval single pedestal base,XL,300 x 140,CMs (H75),Wood Top,Prices above are with a steel base with a standard finish  Additional cost for base in a specialist finish: 970 Additional cost for base in a Special Edition  'Butterfly' finish: 2040,16060
Papillon,Oval single pedestal base,S,190 x110,CMs (H75),Marble Top (excluding Calacatta oro/Limurian Blue),Prices above are with a steel base with a standard finish  Additional cost for base in a specialist finish: 970 Additional cost for base in a Special Edition  'Butterfly' finish: 2040,12730
Papillon,Oval single pedestal base,M,220 x 120,CMs (H75),Marble Top (excluding Calacatta oro/Limurian Blue),Prices above are with a steel base with a standard finish  Additional cost for base in a specialist finish: 970 Additional cost for base in a Special Edition  'Butterfly' finish: 2040,14640
Papillon,Oval single pedestal base,L,250 x 120,CMs (H75),Marble Top (excluding Calacatta oro/Limurian Blue),Prices above are with a steel base with a standard finish  Additional cost for base in a specialist finish: 970 Additional cost for base in a Special Edition  'Butterfly' finish: 2040,16830
Papillon,Oval single pedestal base,XL,300 x 140,CMs (H75),Marble Top (excluding Calacatta oro/Limurian Blue),Prices above are with a steel base with a standard finish  Additional cost for base in a specialist finish: 970 Additional cost for base in a Special Edition  'Butterfly' finish: 2040,21040
Papillon,Round,S,100 D,CMs (H75),Glass Top,Prices above are with a steel base with a standard finish  Additional cost for base in a specialist finish: 970 Additional cost for base in a Special Edition  'Butterfly' finish: 2040,4790
Papillon,Round,M,120 D,CMs (H75),Glass Top,Prices above are with a steel base with a standard finish  Additional cost for base in a specialist finish: 970 Additional cost for base in a Special Edition  'Butterfly' finish: 2040,5510
Papillon,Round,L,150 D,CMs (H75),Glass Top,Prices above are with a steel base with a standard finish  Additional cost for base in a specialist finish: 970 Additional cost for base in a Special Edition  'Butterfly' finish: 2040,6890
Papillon,Round,XL,170 D ,CMs (H75),Glass Top,Prices above are with a steel base with a standard finish  Additional cost for base in a specialist finish: 970 Additional cost for base in a Special Edition  'Butterfly' finish: 2040,7920
Papillon,Round,S,100 D,CMs (H75),Wood Top,Prices above are with a steel base with a standard finish  Additional cost for base in a specialist finish: 970 Additional cost for base in a Special Edition  'Butterfly' finish: 2040,6950
Papillon,Round,M,120 D,CMs (H75),Wood Top,Prices above are with a steel base with a standard finish  Additional cost for base in a specialist finish: 970 Additional cost for base in a Special Edition  'Butterfly' finish: 2040,7990
Papillon,Round,L,150 D,CMs (H75),Wood Top,Prices above are with a steel base with a standard finish  Additional cost for base in a specialist finish: 970 Additional cost for base in a Special Edition  'Butterfly' finish: 2040,9980
Papillon,Round,XL,170 D ,CMs (H75),Wood Top,Prices above are with a steel base with a standard finish  Additional cost for base in a specialist finish: 970 Additional cost for base in a Special Edition  'Butterfly' finish: 2040,11480
Papillon,Round,S,100 D,CMs (H75),Marble Top (Excluding Calacatta oro/Llimurian Blue),Prices above are with a steel base with a standard finish  Additional cost for base in a specialist finish: 970 Additional cost for base in a Special Edition  'Butterfly' finish: 2040,9100
Papillon,Round,M,120 D,CMs (H75),Marble Top (Excluding Calacatta oro/Llimurian Blue),Prices above are with a steel base with a standard finish  Additional cost for base in a specialist finish: 970 Additional cost for base in a Special Edition  'Butterfly' finish: 2040,10460
Papillon,Round,L,150 D,CMs (H75),Marble Top (Excluding Calacatta oro/Llimurian Blue),Prices above are with a steel base with a standard finish  Additional cost for base in a specialist finish: 970 Additional cost for base in a Special Edition  'Butterfly' finish: 2040,13070
Papillon,Round,XL,170 D ,CMs (H75),Marble Top (Excluding Calacatta oro/Llimurian Blue),Prices above are with a steel base with a standard finish  Additional cost for base in a specialist finish: 970 Additional cost for base in a Special Edition  'Butterfly' finish: 2040,15030
Phoenix,Rectangular,M,220 x 110  ,CMs (H75),Wood Top (barrel shape with chamfered edge),Prices above are with a steel base with a standard finish  Additional cost for base in a specialist finish: 2190 Additional cost for base in Bronze: 3610,11630
Phoenix,Rectangular,L,250 x 120 ,CMs (H75),Wood Top (barrel shape with chamfered edge),Prices above are with a steel base with a standard finish  Additional cost for base in a specialist finish: 2190 Additional cost for base in Bronze: 3610,14540
Phoenix,Rectangular,XL,300 x 120 ,CMs (H75),Wood Top (barrel shape with chamfered edge),Prices above are with a steel base with a standard finish  Additional cost for base in a specialist finish: 2190 Additional cost for base in Bronze: 3610,16710
Phoenix,Rectangular,M,220 x 110  ,CMs (H75),Marble Top,Prices above are with a steel base with a standard finish  Additional cost for base in a specialist finish: 2190 Additional cost for base in Bronze: 3610,13950
Phoenix,Rectangular,L,250 x 120 ,CMs (H75),Marble Top,Prices above are with a steel base with a standard finish  Additional cost for base in a specialist finish: 2190 Additional cost for base in Bronze: 3610,17440
Phoenix,Rectangular,XL,300 x 120 ,CMs (H75),Marble Top,Prices above are with a steel base with a standard finish  Additional cost for base in a specialist finish: 2190 Additional cost for base in Bronze: 3610,20050
Phoenix,Round,S,100 D,CMs (H75),Glass Top,Prices above are with a steel base with a standard finish  Additional cost for base in a specialist finish: 1380 Additional cost for base in Bronze: 2390,4240
Phoenix,Round,M,120 D,CMs (H75),Glass Top,Prices above are with a steel base with a standard finish  Additional cost for base in a specialist finish: 1380 Additional cost for base in Bronze: 2390,4880
Phoenix,Round,L,150 D,CMs (H75),Glass Top,Prices above are with a steel base with a standard finish  Additional cost for base in a specialist finish: 1380 Additional cost for base in Bronze: 2390,6100
Phoenix,Round,XL,170 D,CMs (H75),Glass Top,Prices above are with a steel base with a standard finish  Additional cost for base in a specialist finish: 1380 Additional cost for base in Bronze: 2390,7010
Phoenix,Round,S,100 D,CMs (H75),Wood Top,Prices above are with a steel base with a standard finish  Additional cost for base in a specialist finish: 1380 Additional cost for base in Bronze: 2390,6150
Phoenix,Round,M,120 D,CMs (H75),Wood Top,Prices above are with a steel base with a standard finish  Additional cost for base in a specialist finish: 1380 Additional cost for base in Bronze: 2390,7080
Phoenix,Round,L,150 D,CMs (H75),Wood Top,Prices above are with a steel base with a standard finish  Additional cost for base in a specialist finish: 1380 Additional cost for base in Bronze: 2390,8840
Phoenix,Round,XL,170 D,CMs (H75),Wood Top,Prices above are with a steel base with a standard finish  Additional cost for base in a specialist finish: 1380 Additional cost for base in Bronze: 2390,9700
Phoenix,Round,S,100 D,CMs (H75),Marble Top (excluding Calacatta oro/Limurian Blue),Prices above are with a steel base with a standard finish  Additional cost for base in a specialist finish: 1380 Additional cost for base in Bronze: 2390,8060
Phoenix,Round,M,120 D,CMs (H75),Marble Top (excluding Calacatta oro/Limurian Blue),Prices above are with a steel base with a standard finish  Additional cost for base in a specialist finish: 1380 Additional cost for base in Bronze: 2390,9270
Phoenix,Round,L,150 D,CMs (H75),Marble Top (excluding Calacatta oro/Limurian Blue),Prices above are with a steel base with a standard finish  Additional cost for base in a specialist finish: 1380 Additional cost for base in Bronze: 2390,11580
Phoenix,Round,XL,170 D,CMs (H75),Marble Top (excluding Calacatta oro/Limurian Blue),Prices above are with a steel base with a standard finish  Additional cost for base in a specialist finish: 1380 Additional cost for base in Bronze: 2390,13320
Vienna,Rectangular,S,190 x 100,CMs (H75),Wood Top (barrel shape with rolled edge),Prices above are with a steel base with a standard finish  Additional cost for base in a specialist finish: 1380,9600
Vienna,Rectangular,M,220 x 110  ,CMs (H75),Wood Top (barrel shape with rolled edge),Prices above are with a steel base with a standard finish  Additional cost for base in a specialist finish: 1380,10810
Vienna,Rectangular,L,250 x 120 ,CMs (H75),Wood Top (barrel shape with rolled edge),Prices above are with a steel base with a standard finish  Additional cost for base in a specialist finish: 1380,12700
Vienna,Rectangular,XL,300 x 120 ,CMs (H75),Wood Top (barrel shape with rolled edge),Prices above are with a steel base with a standard finish  Additional cost for base in a specialist finish: 1380,15880
