model,shape,size,dimensions,height,top,notes,price
Exe wood top single pedestal,Oval,L,250 x 120,CMs (H75),Wood Top,Prices above are with a steel base with a standard finish.  Additional cost for base in a specialist finish: 1530,17130
Exe wood top single pedestal,Oval,XL,300 x 140,CMs (H75),Wood Top,Prices above are with a steel base with a standard finish.  Additional cost for base in a specialist finish: 1530,21410
Exe wood top single pedestal,Rectangular,S,190 x 100,CMs (H75),Wood Top,Prices above are with a steel base with a standard finish.  Additional cost for base in a specialist finish: 1530,11900
Exe wood top single pedestal,Rectangular,M,220 x 100  ,CMs (H75),Wood Top,Prices above are with a steel base with a standard finish.  Additional cost for base in a specialist finish: 1530,13680
Exe wood top single pedestal,Rectangular,L,250 x 100 ,CMs (H75),Wood Top,Prices above are with a steel base with a standard finish.  Additional cost for base in a specialist finish: 1530,15740
Exe wood top single pedestal,Rectangular,XL,300 x 110 ,CMs (H75),Wood Top,Prices above are with a steel base with a standard finish.  Additional cost for base in a specialist finish: 1530,19660
Papillon,Oval single pedestal base,S,190 x110,CMs (H75),Glass top,Prices above are with a steel base with a standard finish  Additional cost for base in a specialist finish: 1540 Additional cost for base in a Special Edition  'Butterfly' finish: 3240,8940
Papillon,Oval single pedestal base,M,220 x 120,CMs (H75),Glass top,Prices above are with a steel base with a standard finish  Additional cost for base in a specialist finish: 1540 Additional cost for base in a Special Edition  'Butterfly' finish: 3240,10280
Papillon,Oval single pedestal base,L,250 x 120,CMs (H75),Glass top,Prices above are with a steel base with a standard finish  Additional cost for base in a specialist finish: 1540 Additional cost for base in a Special Edition  'Butterfly' finish: 3240,11820
Papillon,Oval single pedestal base,XL,300 x 140,CMs (H75),Glass top,Prices above are with a steel base with a standard finish  Additional cost for base in a specialist finish: 1540 Additional cost for base in a Special Edition  'Butterfly' finish: 3240,14770
Papillon,Oval single pedestal base,S,190 x110,CMs (H75),Wood Top,Prices above are with a steel base with a standard finish  Additional cost for base in a specialist finish: 1540 Additional cost for base in a Special Edition  'Butterfly' finish: 3240,12950
Papillon,Oval single pedestal base,M,220 x 120,CMs (H75),Wood Top,Prices above are with a steel base with a standard finish  Additional cost for base in a specialist finish: 1540 Additional cost for base in a Special Edition  'Butterfly' finish: 3240,14900
Papillon,Oval single pedestal base,L,250 x 120,CMs (H75),Wood Top,Prices above are with a steel base with a standard finish  Additional cost for base in a specialist finish: 1540 Additional cost for base in a Special Edition  'Butterfly' finish: 3240,16970
Papillon,Oval single pedestal base,XL,300 x 140,CMs (H75),Wood Top,Prices above are with a steel base with a standard finish  Additional cost for base in a specialist finish: 1540 Additional cost for base in a Special Edition  'Butterfly' finish: 3240,21410
Papillon,Oval single pedestal base,S,190 x110,CMs (H75),Marble Top (excluding Calacatta oro/Limurian Blue),Prices above are with a steel base with a standard finish  Additional cost for base in a specialist finish: 1540 Additional cost for base in a Special Edition  'Butterfly' finish: 3240,16970
Papillon,Oval single pedestal base,M,220 x 120,CMs (H75),Marble Top (excluding Calacatta oro/Limurian Blue),Prices above are with a steel base with a standard finish  Additional cost for base in a specialist finish: 1540 Additional cost for base in a Special Edition  'Butterfly' finish: 3240,19520
Papillon,Oval single pedestal base,L,250 x 120,CMs (H75),Marble Top (excluding Calacatta oro/Limurian Blue),Prices above are with a steel base with a standard finish  Additional cost for base in a specialist finish: 1540 Additional cost for base in a Special Edition  'Butterfly' finish: 3240,22440
Papillon,Oval single pedestal base,XL,300 x 140,CMs (H75),Marble Top (excluding Calacatta oro/Limurian Blue),Prices above are with a steel base with a standard finish  Additional cost for base in a specialist finish: 1540 Additional cost for base in a Special Edition  'Butterfly' finish: 3240,28050
Papillon,Rectangular,S,190 x110,CMs (H75),Glass Top,Prices above are with a steel base with a standard finish  Additional cost for base in a specialist finish: 2010 Additional cost for base in a Special Edition  'Butterfly' finish: 6640,8940
Papillon,Rectangular,M,220 x 120,CMs (H75),Glass Top,Prices above are with a steel base with a standard finish  Additional cost for base in a specialist finish: 2010 Additional cost for base in a Special Edition  'Butterfly' finish: 6640,10280
Papillon,Rectangular,L,250 x 120,CMs (H75),Glass Top,Prices above are with a steel base with a standard finish  Additional cost for base in a specialist finish: 2010 Additional cost for base in a Special Edition  'Butterfly' finish: 6640,11820
Papillon,Rectangular,XL,300 x 140,CMs (H75),Glass Top,Prices above are with a steel base with a standard finish  Additional cost for base in a specialist finish: 2010 Additional cost for base in a Special Edition  'Butterfly' finish: 6640,14770
Papillon,Rectangular,S,190 x110,CMs (H75),Wood Top,Prices above are with a steel base with a standard finish  Additional cost for base in a specialist finish: 2010 Additional cost for base in a Special Edition  'Butterfly' finish: 6640,12950
Papillon,Rectangular,M,220 x 120,CMs (H75),Wood Top,Prices above are with a steel base with a standard finish  Additional cost for base in a specialist finish: 2010 Additional cost for base in a Special Edition  'Butterfly' finish: 6640,14900
Papillon,Rectangular,L,250 x 120,CMs (H75),Wood Top,Prices above are with a steel base with a standard finish  Additional cost for base in a specialist finish: 2010 Additional cost for base in a Special Edition  'Butterfly' finish: 6640,16970
Papillon,Rectangular,XL,300 x 140,CMs (H75),Wood Top,Prices above are with a steel base with a standard finish  Additional cost for base in a specialist finish: 2010 Additional cost for base in a Special Edition  'Butterfly' finish: 6640,21410
Papillon,Rectangular,S,190 x110,CMs (H75),Marble Top (excluding Calacatta oro/Limurian Blue),Prices above are with a steel base with a standard finish  Additional cost for base in a specialist finish: 2010 Additional cost for base in a Special Edition  'Butterfly' finish: 6640,16970
Papillon,Rectangular,M,220 x 120,CMs (H75),Marble Top (excluding Calacatta oro/Limurian Blue),Prices above are with a steel base with a standard finish  Additional cost for base in a specialist finish: 2010 Additional cost for base in a Special Edition  'Butterfly' finish: 6640,19520
Papillon,Rectangular,L,250 x 120,CMs (H75),Marble Top (excluding Calacatta oro/Limurian Blue),Prices above are with a steel base with a standard finish  Additional cost for base in a specialist finish: 2010 Additional cost for base in a Special Edition  'Butterfly' finish: 6640,22440
Papillon,Rectangular,XL,300 x 140,CMs (H75),Marble Top (excluding Calacatta oro/Limurian Blue),Prices above are with a steel base with a standard finish  Additional cost for base in a specialist finish: 2010 Additional cost for base in a Special Edition  'Butterfly' finish: 6640,28050
Papillon,Round,S,100 D ,CMs (H75),Glass Top,Prices above are with a steel base with a standard finish  Additional cost for base in a specialist finish: 1540 Additional cost for base in a Special Edition  'Butterfly' finish: 3240,6390
Papillon,Round,M,120 D,CMs (H75),Glass Top,Prices above are with a steel base with a standard finish  Additional cost for base in a specialist finish: 1540 Additional cost for base in a Special Edition  'Butterfly' finish: 3240,7350
Papillon,Round,L,150 D,CMs (H75),Glass Top,Prices above are with a steel base with a standard finish  Additional cost for base in a specialist finish: 1540 Additional cost for base in a Special Edition  'Butterfly' finish: 3240,9180
Papillon,Round,XL,170 D ,CMs (H75),Glass Top,Prices above are with a steel base with a standard finish  Additional cost for base in a specialist finish: 1540 Additional cost for base in a Special Edition  'Butterfly' finish: 3240,10560
Papillon,Round,S,100 D ,CMs (H75),Wood Top,Prices above are with a steel base with a standard finish  Additional cost for base in a specialist finish: 1540 Additional cost for base in a Special Edition  'Butterfly' finish: 3240,9260
Papillon,Round,M,120 D,CMs (H75),Wood Top,Prices above are with a steel base with a standard finish  Additional cost for base in a specialist finish: 1540 Additional cost for base in a Special Edition  'Butterfly' finish: 3240,10650
Papillon,Round,L,150 D,CMs (H75),Wood Top,Prices above are with a steel base with a standard finish  Additional cost for base in a specialist finish: 1540 Additional cost for base in a Special Edition  'Butterfly' finish: 3240,13310
Papillon,Round,XL,170 D ,CMs (H75),Wood Top,Prices above are with a steel base with a standard finish  Additional cost for base in a specialist finish: 1540 Additional cost for base in a Special Edition  'Butterfly' finish: 3240,15300
Papillon,Round,S,100 D ,CMs (H75),Marble Top (Exluding Calacatta Oro/Limurian Blue),Prices above are with a steel base with a standard finish  Additional cost for base in a specialist finish: 1540 Additional cost for base in a Special Edition  'Butterfly' finish: 3240,12130
Papillon,Round,M,120 D,CMs (H75),Marble Top (Exluding Calacatta Oro/Limurian Blue),Prices above are with a steel base with a standard finish  Additional cost for base in a specialist finish: 1540 Additional cost for base in a Special Edition  'Butterfly' finish: 3240,13950
Papillon,Round,L,150 D,CMs (H75),Marble Top (Exluding Calacatta Oro/Limurian Blue),Prices above are with a steel base with a standard finish  Additional cost for base in a specialist finish: 1540 Additional cost for base in a Special Edition  'Butterfly' finish: 3240,17430
Papillon,Round,XL,170 D ,CMs (H75),Marble Top (Exluding Calacatta Oro/Limurian Blue),Prices above are with a steel base with a standard finish  Additional cost for base in a specialist finish: 1540 Additional cost for base in a Special Edition  'Butterfly' finish: 3240,20040
Phoenix,Rectangular,M,220 x 110  ,CMs (H75),Wood Top (barrel shape with chamfered edge),Prices above are with a steel base with a standard finish  Additional cost for base in a specialist finish: 2190 Additional cost for base in Bronze: 5730,15510
Phoenix,Rectangular,L,250 x 120 ,CMs (H75),Wood Top (barrel shape with chamfered edge),Prices above are with a steel base with a standard finish  Additional cost for base in a specialist finish: 2190 Additional cost for base in Bronze: 5730,19380
Phoenix,Rectangular,XL,300 x 120 ,CMs (H75),Wood Top (barrel shape with chamfered edge),Prices above are with a steel base with a standard finish  Additional cost for base in a specialist finish: 2190 Additional cost for base in Bronze: 5730,22280
Phoenix,Rectangular,M,220 x 110  ,CMs (H75),Marble Top,Prices above are with a steel base with a standard finish  Additional cost for base in a specialist finish: 2190 Additional cost for base in Bronze: 5730,18600
Phoenix,Rectangular,L,250 x 120 ,CMs (H75),Marble Top,Prices above are with a steel base with a standard finish  Additional cost for base in a specialist finish: 2190 Additional cost for base in Bronze: 5730,23250
Phoenix,Rectangular,XL,300 x 120 ,CMs (H75),Marble Top,Prices above are with a steel base with a standard finish  Additional cost for base in a specialist finish: 2190 Additional cost for base in Bronze: 5730,26730
Phoenix,Round,S,100 D,CMs (H75),Glass Top,Prices above are with a steel base with a standard finish  Additional cost for base in a specialist finish: 1380 Additional cost for base in Bronze: 3800,5650
Phoenix,Round,M,120 D,CMs (H75),Glass Top,Prices above are with a steel base with a standard finish  Additional cost for base in a specialist finish: 1380 Additional cost for base in Bronze: 3800,6500
Phoenix,Round,L,150 D,CMs (H75),Glass Top,Prices above are with a steel base with a standard finish  Additional cost for base in a specialist finish: 1380 Additional cost for base in Bronze: 3800,8130
Phoenix,Round,XL,170 D,CMs (H75),Glass Top,Prices above are with a steel base with a standard finish  Additional cost for base in a specialist finish: 1380 Additional cost for base in Bronze: 3800,9340
Phoenix,Round,S,100 D,CMs (H75),Wood Top,Prices above are with a steel base with a standard finish  Additional cost for base in a specialist finish: 1380 Additional cost for base in Bronze: 3800,8200
Phoenix,Round,M,120 D,CMs (H75),Wood Top,Prices above are with a steel base with a standard finish  Additional cost for base in a specialist finish: 1380 Additional cost for base in Bronze: 3800,9430
Phoenix,Round,L,150 D,CMs (H75),Wood Top,Prices above are with a steel base with a standard finish  Additional cost for base in a specialist finish: 1380 Additional cost for base in Bronze: 3800,11780
Phoenix,Round,XL,170 D,CMs (H75),Wood Top,Prices above are with a steel base with a standard finish  Additional cost for base in a specialist finish: 1380 Additional cost for base in Bronze: 3800,12930
Phoenix,Round,S,100 D,CMs (H75),Marble Top (excluding Calacatta oro/Limurian Blue),Prices above are with a steel base with a standard finish  Additional cost for base in a specialist finish: 1380 Additional cost for base in Bronze: 3800,10740
Phoenix,Round,M,120 D,CMs (H75),Marble Top (excluding Calacatta oro/Limurian Blue),Prices above are with a steel base with a standard finish  Additional cost for base in a specialist finish: 1380 Additional cost for base in Bronze: 3800,12360
Phoenix,Round,L,150 D,CMs (H75),Marble Top (excluding Calacatta oro/Limurian Blue),Prices above are with a steel base with a standard finish  Additional cost for base in a specialist finish: 1380 Additional cost for base in Bronze: 3800,15440
Phoenix,Round,XL,170 D,CMs (H75),Marble Top (excluding Calacatta oro/Limurian Blue),Prices above are with a steel base with a standard finish  Additional cost for base in a specialist finish: 1380 Additional cost for base in Bronze: 3800,17750
Vienna,Rectangular,S,190 x 100,CMs (H75),Wood Top (barrel shape with rolled edge),Prices above are with a steel base with a standard finish  Additional cost for base in a specialist finish: 2190,12800
Vienna,Rectangular,M,220 x 110  ,CMs (H75),Wood Top (barrel shape with rolled edge),Prices above are with a steel base with a standard finish  Additional cost for base in a specialist finish: 2190,14420
Vienna,Rectangular,L,250 x 120 ,CMs (H75),Wood Top (barrel shape with rolled edge),Prices above are with a steel base with a standard finish  Additional cost for base in a specialist finish: 2190,16930
Vienna,Rectangular,XL,300 x 120 ,CMs (H75),Wood Top (barrel shape with rolled edge),Prices above are with a steel base with a standard finish  Additional cost for base in a specialist finish: 2190,21170
