model,shape,size,dimensions,height,top,notes,price
Exe wood top single pedestal,Oval,M,220 x 120,CMs (H75),Wood Top,Prices above are with a steel base with a standard finish.  Additional cost for base in a specialist finish: 1330,13000
Exe wood top single pedestal,Oval,L,250 x 120,CMs (H75),Wood Top,Prices above are with a steel base with a standard finish.  Additional cost for base in a specialist finish: 1330,14950
Exe wood top single pedestal,Oval,XL,300 x 140,CMs (H75),Wood Top,Prices above are with a steel base with a standard finish.  Additional cost for base in a specialist finish: 1330,18680
Exe wood top single pedestal,Rectangular,S,190 x 100,CMs (H75),Wood Top,Prices above are with a steel base with a standard finish.  Additional cost for base in a specialist finish: 1330,10380
Exe wood top single pedestal,Rectangular,M,220 x 100  ,CMs (H75),Wood Top,Prices above are with a steel base with a standard finish.  Additional cost for base in a specialist finish: 1330,11940
Exe wood top single pedestal,Rectangular,L,250 x 100 ,CMs (H75),Wood Top,Prices above are with a steel base with a standard finish.  Additional cost for base in a specialist finish: 1330,13730
Exe wood top single pedestal,Rectangular,XL,300 x 110 ,CMs (H75),Wood Top,Prices above are with a steel base with a standard finish.  Additional cost for base in a specialist finish: 1330,17160
Papillon,Lozenge-shaped,S,190 x110,CMs (H75),Glass Top,Prices above are with a steel base with a standard finish  Additional cost for base in a specialist finish: 1750 Additional cost for base in a Special Edition  'Butterfly' finish: 5790,7800
Papillon,Lozenge-shaped,M,220 x 120,CMs (H75),Glass Top,Prices above are with a steel base with a standard finish  Additional cost for base in a specialist finish: 1750 Additional cost for base in a Special Edition  'Butterfly' finish: 5790,8970
Papillon,Lozenge-shaped,L,250 x 120,CMs (H75),Glass Top,Prices above are with a steel base with a standard finish  Additional cost for base in a specialist finish: 1750 Additional cost for base in a Special Edition  'Butterfly' finish: 5790,10310
Papillon,Lozenge-shaped,XL,300 x 140,CMs (H75),Glass Top,Prices above are with a steel base with a standard finish  Additional cost for base in a specialist finish: 1750 Additional cost for base in a Special Edition  'Butterfly' finish: 5790,12890
Papillon,Lozenge-shaped,S,190 x110,CMs (H75),Wood Top,Prices above are with a steel base with a standard finish  Additional cost for base in a specialist finish: 1750 Additional cost for base in a Special Edition  'Butterfly' finish: 5790,11300
Papillon,Lozenge-shaped,M,220 x 120,CMs (H75),Wood Top,Prices above are with a steel base with a standard finish  Additional cost for base in a specialist finish: 1750 Additional cost for base in a Special Edition  'Butterfly' finish: 5790,13000
Papillon,Lozenge-shaped,L,250 x 120,CMs (H75),Wood Top,Prices above are with a steel base with a standard finish  Additional cost for base in a specialist finish: 1750 Additional cost for base in a Special Edition  'Butterfly' finish: 5790,14810
Papillon,Lozenge-shaped,XL,300 x 140,CMs (H75),Wood Top,Prices above are with a steel base with a standard finish  Additional cost for base in a specialist finish: 1750 Additional cost for base in a Special Edition  'Butterfly' finish: 5790,18680
Papillon,Lozenge-shaped,S,190 x110,CMs (H75),Marble Top (excluding Calacatta Oro/Limurian Blue),Prices above are with a steel base with a standard finish  Additional cost for base in a specialist finish: 1750 Additional cost for base in a Special Edition  'Butterfly' finish: 5790,14810
Papillon,Lozenge-shaped,M,220 x 120,CMs (H75),Marble Top (excluding Calacatta Oro/Limurian Blue),Prices above are with a steel base with a standard finish  Additional cost for base in a specialist finish: 1750 Additional cost for base in a Special Edition  'Butterfly' finish: 5790,17030
Papillon,Lozenge-shaped,L,250 x 120,CMs (H75),Marble Top (excluding Calacatta Oro/Limurian Blue),Prices above are with a steel base with a standard finish  Additional cost for base in a specialist finish: 1750 Additional cost for base in a Special Edition  'Butterfly' finish: 5790,19580
Papillon,Lozenge-shaped,XL,300 x 140,CMs (H75),Marble Top (excluding Calacatta Oro/Limurian Blue),Prices above are with a steel base with a standard finish  Additional cost for base in a specialist finish: 1750 Additional cost for base in a Special Edition  'Butterfly' finish: 5790,24480
Papillon,Oval single pedestal base,S,190 x110,CMs (H75),Glass top,Prices above are with a steel base with a standard finish  Additional cost for base in a specialist finish: 1340 Additional cost for base in a Special Edition  'Butterfly' finish: 2820,7800
Papillon,Oval single pedestal base,M,220 x 120,CMs (H75),Glass top,Prices above are with a steel base with a standard finish  Additional cost for base in a specialist finish: 1340 Additional cost for base in a Special Edition  'Butterfly' finish: 2820,8970
Papillon,Oval single pedestal base,L,250 x 120,CMs (H75),Glass top,Prices above are with a steel base with a standard finish  Additional cost for base in a specialist finish: 1340 Additional cost for base in a Special Edition  'Butterfly' finish: 2820,10310
Papillon,Oval single pedestal base,XL,300 x 140,CMs (H75),Glass top,Prices above are with a steel base with a standard finish  Additional cost for base in a specialist finish: 1340 Additional cost for base in a Special Edition  'Butterfly' finish: 2820,12890
Papillon,Oval single pedestal base,S,190 x110,CMs (H75),Wood Top,Prices above are with a steel base with a standard finish  Additional cost for base in a specialist finish: 1340 Additional cost for base in a Special Edition  'Butterfly' finish: 2820,11300
Papillon,Oval single pedestal base,M,220 x 120,CMs (H75),Wood Top,Prices above are with a steel base with a standard finish  Additional cost for base in a specialist finish: 1340 Additional cost for base in a Special Edition  'Butterfly' finish: 2820,13000
Papillon,Oval single pedestal base,L,250 x 120,CMs (H75),Wood Top,Prices above are with a steel base with a standard finish  Additional cost for base in a specialist finish: 1340 Additional cost for base in a Special Edition  'Butterfly' finish: 2820,14810
Papillon,Oval single pedestal base,XL,300 x 140,CMs (H75),Wood Top,Prices above are with a steel base with a standard finish  Additional cost for base in a specialist finish: 1340 Additional cost for base in a Special Edition  'Butterfly' finish: 2820,18680
Papillon,Oval single pedestal base,S,190 x110,CMs (H75),Marble Top (excluding Calacatta Oro/Limurian Blue),Prices above are with a steel base with a standard finish  Additional cost for base in a specialist finish: 1340 Additional cost for base in a Special Edition  'Butterfly' finish: 2820,14810
Papillon,Oval single pedestal base,M,220 x 120,CMs (H75),Marble Top (excluding Calacatta Oro/Limurian Blue),Prices above are with a steel base with a standard finish  Additional cost for base in a specialist finish: 1340 Additional cost for base in a Special Edition  'Butterfly' finish: 2820,17030
Papillon,Oval single pedestal base,L,250 x 120,CMs (H75),Marble Top (excluding Calacatta Oro/Limurian Blue),Prices above are with a steel base with a standard finish  Additional cost for base in a specialist finish: 1340 Additional cost for base in a Special Edition  'Butterfly' finish: 2820,19580
Papillon,Oval single pedestal base,XL,300 x 140,CMs (H75),Marble Top (excluding Calacatta Oro/Limurian Blue),Prices above are with a steel base with a standard finish  Additional cost for base in a specialist finish: 1340 Additional cost for base in a Special Edition  'Butterfly' finish: 2820,24480
Papillon,Round,S,100 D,CMs (H75),Glass Top,Prices above are with a steel base with a standard finish  Additional cost for base in a specialist finish: 1340 Additional cost for base in a Special Edition  'Butterfly' finish: 2820,5570
Papillon,Round,M,120 D,CMs (H75),Glass Top,Prices above are with a steel base with a standard finish  Additional cost for base in a specialist finish: 1340 Additional cost for base in a Special Edition  'Butterfly' finish: 2820,6410
Papillon,Round,L,150 D,CMs (H75),Glass Top,Prices above are with a steel base with a standard finish  Additional cost for base in a specialist finish: 1340 Additional cost for base in a Special Edition  'Butterfly' finish: 2820,8010
Papillon,Round,XL,170 D ,CMs (H75),Glass Top,Prices above are with a steel base with a standard finish  Additional cost for base in a specialist finish: 1340 Additional cost for base in a Special Edition  'Butterfly' finish: 2820,9210
Papillon,Round,S,100 D,CMs (H75),Wood Top,Prices above are with a steel base with a standard finish  Additional cost for base in a specialist finish: 1340 Additional cost for base in a Special Edition  'Butterfly' finish: 2820,8080
Papillon,Round,M,120 D,CMs (H75),Wood Top,Prices above are with a steel base with a standard finish  Additional cost for base in a specialist finish: 1340 Additional cost for base in a Special Edition  'Butterfly' finish: 2820,9290
Papillon,Round,L,150 D,CMs (H75),Wood Top,Prices above are with a steel base with a standard finish  Additional cost for base in a specialist finish: 1340 Additional cost for base in a Special Edition  'Butterfly' finish: 2820,11610
Papillon,Round,XL,170 D ,CMs (H75),Wood Top,Prices above are with a steel base with a standard finish  Additional cost for base in a specialist finish: 1340 Additional cost for base in a Special Edition  'Butterfly' finish: 2820,13350
Papillon,Round,S,100 D,CMs (H75),Marble Top (excluding Calacatta Oro/Limurian Blue),Prices above are with a steel base with a standard finish  Additional cost for base in a specialist finish: 1340 Additional cost for base in a Special Edition  'Butterfly' finish: 2820,10580
Papillon,Round,M,120 D,CMs (H75),Marble Top (excluding Calacatta Oro/Limurian Blue),Prices above are with a steel base with a standard finish  Additional cost for base in a specialist finish: 1340 Additional cost for base in a Special Edition  'Butterfly' finish: 2820,12170
Papillon,Round,L,150 D,CMs (H75),Marble Top (excluding Calacatta Oro/Limurian Blue),Prices above are with a steel base with a standard finish  Additional cost for base in a specialist finish: 1340 Additional cost for base in a Special Edition  'Butterfly' finish: 2820,15210
Papillon,Round,XL,170 D ,CMs (H75),Marble Top (excluding Calacatta Oro/Limurian Blue),Prices above are with a steel base with a standard finish  Additional cost for base in a specialist finish: 1340 Additional cost for base in a Special Edition  'Butterfly' finish: 2820,17490
Phoenix,Rectangular,M,220 x 110  ,CMs (H75),Wood Top (barrel shape with chamfered edge),Prices above are with a steel base with a standard finish  Additional cost for base in a specialist finish: 1910 Additional cost for base in Bronze: 5000,13530
Phoenix,Rectangular,L,250 x 120 ,CMs (H75),Wood Top (barrel shape with chamfered edge),Prices above are with a steel base with a standard finish  Additional cost for base in a specialist finish: 1910 Additional cost for base in Bronze: 5000,16910
Phoenix,Rectangular,XL,300 x 120 ,CMs (H75),Wood Top (barrel shape with chamfered edge),Prices above are with a steel base with a standard finish  Additional cost for base in a specialist finish: 1910 Additional cost for base in Bronze: 5000,19440
Phoenix,Rectangular,M,220 x 110  ,CMs (H75),Marble top (excluding Calacatta Oro/Limurian Blue),Prices above are with a steel base with a standard finish  Additional cost for base in a specialist finish: 1910 Additional cost for base in Bronze: 5000,16230
Phoenix,Rectangular,L,250 x 120 ,CMs (H75),Marble top (excluding Calacatta Oro/Limurian Blue),Prices above are with a steel base with a standard finish  Additional cost for base in a specialist finish: 1910 Additional cost for base in Bronze: 5000,20290
Phoenix,Rectangular,XL,300 x 120 ,CMs (H75),Marble top (excluding Calacatta Oro/Limurian Blue),Prices above are with a steel base with a standard finish  Additional cost for base in a specialist finish: 1910 Additional cost for base in Bronze: 5000,23330
Phoenix,Round,S,100 D,CMs (H75),Glass Top,Prices above are with a steel base with a standard finish  Additional cost for base in a specialist finish: 1200 Additional cost for base in Bronze: 3310,4930
Phoenix,Round,M,120 D,CMs (H75),Glass Top,Prices above are with a steel base with a standard finish  Additional cost for base in a specialist finish: 1200 Additional cost for base in Bronze: 3310,5670
Phoenix,Round,L,150 D,CMs (H75),Glass Top,Prices above are with a steel base with a standard finish  Additional cost for base in a specialist finish: 1200 Additional cost for base in Bronze: 3310,7090
Phoenix,Round,XL,170 D ,CMs (H75),Glass Top,Prices above are with a steel base with a standard finish  Additional cost for base in a specialist finish: 1200 Additional cost for base in Bronze: 3310,8150
Phoenix,Round,S,100 D,CMs (H75),Wood Top,Prices above are with a steel base with a standard finish  Additional cost for base in a specialist finish: 1200 Additional cost for base in Bronze: 3310,7150
Phoenix,Round,M,120 D,CMs (H75),Wood Top,Prices above are with a steel base with a standard finish  Additional cost for base in a specialist finish: 1200 Additional cost for base in Bronze: 3310,8230
Phoenix,Round,L,150 D,CMs (H75),Wood Top,Prices above are with a steel base with a standard finish  Additional cost for base in a specialist finish: 1200 Additional cost for base in Bronze: 3310,10280
Phoenix,Round,XL,170 D ,CMs (H75),Wood Top,Prices above are with a steel base with a standard finish  Additional cost for base in a specialist finish: 1200 Additional cost for base in Bronze: 3310,11280
Phoenix,Round,S,100 D,CMs (H75),Marble Top (excluding Calacatta Oro/Limurian Blue),Prices above are with a steel base with a standard finish  Additional cost for base in a specialist finish: 1200 Additional cost for base in Bronze: 3310,9370
Phoenix,Round,M,120 D,CMs (H75),Marble Top (excluding Calacatta Oro/Limurian Blue),Prices above are with a steel base with a standard finish  Additional cost for base in a specialist finish: 1200 Additional cost for base in Bronze: 3310,10780
Phoenix,Round,L,150 D,CMs (H75),Marble Top (excluding Calacatta Oro/Limurian Blue),Prices above are with a steel base with a standard finish  Additional cost for base in a specialist finish: 1200 Additional cost for base in Bronze: 3310,13470
Phoenix,Round,XL,170 D ,CMs (H75),Marble Top (excluding Calacatta Oro/Limurian Blue),Prices above are with a steel base with a standard finish  Additional cost for base in a specialist finish: 1200 Additional cost for base in Bronze: 3310,15490
Vienna,Rectangular,S,190 x 100,CMs (H75),Wood Top (barrel shape with rolled edge),Prices above are with a steel base with a standard finish  Additional cost for base in a specialist finish: 1910,11170
Vienna,Rectangular,M,220 x 110  ,CMs (H75),Wood Top (barrel shape with rolled edge),Prices above are with a steel base with a standard finish  Additional cost for base in a specialist finish: 1910,12580
Vienna,Rectangular,L,250 x 120 ,CMs (H75),Wood Top (barrel shape with rolled edge),Prices above are with a steel base with a standard finish  Additional cost for base in a specialist finish: 1910,14770
Vienna,Rectangular,XL,300 x 120 ,CMs (H75),Wood Top (barrel shape with rolled edge),Prices above are with a steel base with a standard finish  Additional cost for base in a specialist finish: 1910,18470
